breadcrumbs,title,discount,date,duration,price,meals,desc,imgSrc
"Strona główna,Oferty na wczasy,Polska,Ziemia Kłodzka,Duszniki Zdrój",Werona Wellness & SPA,,16.12.2020,1 dzień,109,BB - Śniadania,"Kraj:,POLSKA,Opis:,Wellness and Spa Werona *** to nowoczesny obiekt w Dusznikach-Zdroju położony w sercu Parku Zdrojowego. Ze względu na swoje położenie jest doskonałym miejscem wypoczynku zarówno w sezonie letnim jak i zimowym. Kompleks składa się z 2 budynków połączonych zadaszonym łącznikiem.,Do dyspozycji Gości oddano 53 przytulne pokoje z nowocześnie urządzonymi łazienkami. Standardowe pokoje wyposażone są w 2, 3 lub 4 łóżka, garderobę, szafę, telewizor, telefon, biurko i Internet. Dla rodzin z małymi dziećmi przygotowane są łóżeczka, wanienki, czajnik elektryczny, krzesełka oraz kącik zabaw.,Restauracja Werona czynna od 12.00 do 22.00 dołoży wszelkich starań,,aby zadowolić gości. Kuchnia opiera się na świeżych, sezonowych produktach lokalnego pochodzenia dostarczanych od lat przez sprawdzonych producentów.,W stylowej restauracji serwowane są także smaczne i obfite śniadania w formie bufetu szwedzkiego podawane codziennie w godzinach 8.00-10.30 oraz pyszne obiadokolacje,w godzinach 17.00-19.00.",https://cdntravelplanet.pl/1010674/NKRA/miniature650x367/polska/ziemia-klodzka/duszniki-zdroj/werona-wellness--spa_0.jpg?datago=1&t=637429176049225703
"Strona główna,Oferty na wczasy,Polska,Tatry I Podhale,Białka Tatrzańska",Dworek Myśliwski Hubert,,08.12.2020,1 dzień,110,BB - Śniadania,"Kraj:,POLSKA,Opis:,Dworek Myśliwski ""Hubert"" położony w samym centrum Białki, to nie tylko obiekt dla pasjonatów myślistwa czy łowiectwa, to także doskonała  baza wypadowa w okoliczne góry: Tatry, Gorce, Pieniny a także nad Zalew Czorsztyński. Główną atrakcją są sąsiadujące Baseny Termalne oraz stoki największego kurortu narciarskiego w Polsce ""Kotelnica Białczańska"". Dzięki dogodnej lokalizacji miejsce to posiada wyjątkowy klimat i jest idealne na doskonały wypoczynek i relaks, miejsce gdzie można uciec od zgiełku miasta, rutyny życia i pośpiechu.,Aby umilić swoim gościom pobyt Dworek Myśliwski ""Hubert"" przygotował wygodne, eleganckie, przestronne pokoje z widokiem na góry Tatry, stoki Kotelnicy Białczańskiej oraz  Litwinki, a w oddali na Gorce. Każdy pokój  posiada: łazienkę z kabiną prysznicową, telewizor, balkon, ręczniki, dostęp do Internetu Wi-Fi. Dodatkowo na każdym piętrze obiektu znajduje się aneks kuchenny wyposażony w czajnik bezprzewodowy i lodówkę.,W budynku mieści się restauracja w której posiłki podawane są w bardzo klimatycznej jadalni, wypełnionej drewnianymi meblami i wykończeniami. Wiele zdobień w tej sali wykonanych jest z myśliwskich trofeów. Można się tutaj posilić daniami kuchni podhalańskiej oraz dziczyzną. Po długich górskich wędrówkach lub dniu spędzonym na stoku goście mogą zrelaksować się w przygotowanej dla nich sali bilardowej. Dzieci mogą bawić się w sali pełnej kolorowych zabawek.,Pokój 2-os.:,Przestronny pokój z dwoma pojedynczymi łóżkami.,Pokój 3-os.:",https://cdntravelplanet.pl/1010208/NKRA/miniature650x367/polska/tatry-i-podhale/bialka-tatrzanska/dworek-mysliwski-hubert_0.jpg?datago=1&t=637429678796985391
"Strona główna,Oferty na wczasy,Polska,Sudety,Świeradów Zdrój",Kaja Medical & SPA,,21.12.2020,1 dzień,108,HB - Dwa posiłki,"Kraj:,POLSKA,Opis:,Centrum Uzdrowiskowe Kaja Medical & SPA, to trzygwiazdkowy obiekt położony w centrum uzdrowiska Świeradów-Zdrój, w sąsiedztwie Parku Zdrojowego. Do dyspozycji Gości oddano komfortowe pokoje, restaurację, Strefę Wellness oraz centrum zabiegów leczniczo-rehabilitacyjnych.,Pokoje urządzone są w klasycznym stylu i utrzymane w jasnych barwach. W wyposażeniu jest telewizor z dostępem do kanałów satelitarnych, bezprzewodowy dostęp do internetu, lodówka, a także prywatna łazienka z kabiną prysznicową i suszarką do włosów. Niektóre pokoje dysponują też balkonem.,Restauracja serwuje głównie dania kuchni polskiej, z przełamaniem kuchni tematycznej. Dania przygotowywane są ze świeżych, sezonowych produktów. Kameralny drink bar to idealne miejsce na wieczór we dwoje, przy filiżance kawy, lampce wina  lub kolorowym drinku.,Dla osób aktywnych przygotowano atrakcyjną Strefę Wellness z basenem, grotą solną, sauną i jacuzzi solankowym.  Dodatkowo obiekt oferuje pełen zakres zabiegów leczniczo-rehabilitacyjnych, m.in. kąpiele perełkowe, hydromasaże, tlenoterapię, inhalację i wiele innych.,Pokój 2-os. z dostawką:,Komfortowy pokój z możliwością dokupienia dostawki. W wyposażeniu: TV, Wifi i lodówka.",https://cdntravelplanet.pl/1010761/NKRA/miniature650x367/polska/sudety/swieradow-zdroj/kaja-medical--spa_0.jpg?datago=1&t=637429406736936563
"Strona główna,Oferty na wczasy,Polska,Beskidy Zachodnie,Wisła",Vestina (Wisła),,19.12.2020,1 dzień,108,BB - Śniadania,"Kategoria:,***,Region:,Wisła,OPIS:,Hotel Vestina oferuje komfortowe pokoje w miejscowości Wisła. Położony 5 km od centrum jest dobrym wyborem na wakacje w regionie Wisla.,W pokojach goście mają do dyspozycji takie udogodnienia jak balkon, telewizja kablowa oraz sejf w pokoju. Dostępny jest także WI-FI w częściach wspólnych hotelu.,W obiekcie Hotel Vestina jest strefa wellness, a w niej m.in. łaźnia parowa oraz sauna fińska. Warto z niej skorzystać po aktywnym dniu.,Z obiektu Hotel Vestina jest tyko 3.5 km do najbliższego wyciągu. Ośrodek narciarski Wisla to w sumie 16 km tras zjazdowych.",https://cdntravelplanet.pl/1449662/VXEM/miniature650x367/polska/beskidy-zachodnie/wisla/vestina-(wisla)_0.jpg?datago=1&t=637428525225833047
"Strona główna,Oferty na wczasy,Polska,Sudety,Jelenia Góra",Pałac Paulinum,,30.03.2021,1 dzień,109,BB - Śniadania,"Kraj:,POLSKA,Opis:,Pałac Paulinum to prawdziwa perła i ozdoba Jeleniej Góry. Ta neorenesansowa rezydencja myśliwska jest jednym z najpiękniejszych obiektów w Dolinie Pałaców i Ogrodów w obszarze Kotliny Jeleniogórskiej.,Do dyspozycji gości oddanych zostało 29 stylowo urządzonych pokoi, z których każdy wyposażony jest w: TV-sat, WiFi, telefon oraz łazienkę z kabiną prysznicową lub wanną.,Osoby spragnione relaksu mogą skorzystać ze strefy wellness zlokalizowanej w klimatycznych podziemiach. W ofercie m.in. sauna fińska i turecka, fitness i grota solna.,Pałacowa restauracja Brasseria Impresja serwuje staropolskie przysmaki i potrawy charakterystyczne dla kuchni europejskiej. Istnieje również możliwość zamówienia dania przygotowanego według indywidualnych preferencji gości.,Dla osób lubiących aktywny wypoczynek na łonie natury umożliwiono wypożyczenie rowerów. Dzięki temu turyści mogą zwiedzić malowniczą Kotlinę Jeleniogórską na dwóch kółkach.,Najmłodsi goście są tu zawsze mile widziani. Z myślą o ich komforcie hotel przygotował łóżeczka dziecięce i dostawki, menu dziecięce oraz opiekę nad dziećmi.",https://cdntravelplanet.pl/1010277/NKRA/miniature650x367/polska/jelenia-gora---lysa-gora/jelenia-gora/palac-paulinum_0.jpg?datago=1&t=637429136675849219
"Strona główna,Oferty na wczasy,Polska,Sudety,Świeradów Zdrój",Interferie Aquapark Sport Malachit,,08.12.2020,1 dzień,99-,BB - Śniadania,"Kraj:,POLSKA,Opis:,Interferie Aquapark Sport Hotel Malachit w Świeradowie-Zdroju to miejsce stworzone z myślą o aktywnym, zdrowym wypoczynku. Goście mają zapewniony wyjątkowy spokój, wygodę, a także jedyny w swoim rodzaju krajobraz Gór Izerskich, który można podziwiać z okien hotelowych pokoi i tarasów. Największą zaletą obiektu jest bogata oferta atrakcji, wśród których przoduje nowoczesny Aquapark z basenami, zjeżdżalniami, huśtawkami wodnymi, jacuzzi oraz kilkoma rodzajami saun. Do dyspozycji Gości oddano również salę fitness, salę do gier zespołowych oraz doskonałe zaplecze rehabilitacyjne.,W ofercie znajdują się pokoje 2-osobowe oraz 3-osobowe z widokiem na Góry Izerskie. Każdy pokój podłączony jest do bezprzewodowego intetnetu i posiada telewizor. Na wyposażeniu pokoju ponadto znajduje się szafa, stół, biurko oraz radio i pościel. W łazienkach zainstalowano kabiny prysznicowe, dostępne są w nich ręczniki, suszarka do włosów oraz papier toaletowy.,Szefowie kuchni w Interferie Aquapark Sport Hotel Malachit wiedzą, że nic tak nie pobudza apetytu, jak aktywny wypoczynek, dlatego z dbałością o każdy detal tworzą dania pełne smaku i aromatu. Serwowane są tradycyjne potrawy kuchni polskiej oraz takie, które spotkać można u naszych sąsiadów z Niemiec lub Czech. Dla najmłodszych przygotowano pyszne dziecięce menu. Po dniu pełnym wrażeń na chwilę odpoczynku przy kawie zaprasza hotelowa kawiarni. Gorąca czekolada, aromatyczna kawa lub herbata przyczynią się tu do zaznania prawdziwego, błogiego relaksu.,Hotel dysponuje strefami efektywnej rehabilitacji oraz SPA & Wellness. Dla Gości pragnących odprężenia i wyciszenia przygotowano Centrum Zdrowia i Relaksu, gdzie warto skorzystać z wizyty w basenie solankowym oraz strefie saun, w której znajdują się sauny sucha, parowa oraz Infrared.,Osoby poszukujące szczególnych przyjemności dla ciała i ducha mogą zapoznać się z ofertą wyjątkowych masaży - od relaksacyjnego z aromaterapią, przez rozgrzewający z gorącą czekoladą, żurawiną lub kamieniami, aż po wyszczuplający i ujędniający skórę całego ciała.,Pokój 2-osobowy:",https://cdntravelplanet.pl/1004388/NKRA/miniature650x367/polska/sudety/swieradow-zdroj/interferie-aquapark-sport-malachit_0.jpg?datago=1&t=637429697382317422
"Strona główna,Oferty na wczasy,Polska,Karkonosze,Szklarska Poręba",VacationClub Szklarska Poręba Apartments,,07.12.2020,1 dzień,99-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,VacationClub Szklarska Poręba Apartments to komfortowe nowoczesne apartamenty położone w cichej okolicy na wysokości około 770 m n.p.m. Taka lokalizacja jest gwarancją nie tylko udanego wypoczynku blisko natury, ale także pięknych górskich widoków. Doskonałym dojazd do największych atrakcji Szklarskiej Poręby i okolic czyni ten obiekt świetną bazą wypadową dla miłośników aktywnego wypoczynku.,Do dyspozycji gości oddane zostały apartamenty przystosowane dla dwóch, czterech a nawet sześciu osób. Apartament Studio to jednopokojowy apartament wyposażony w małżeńskie łóżko lub rozkładaną i przystosowaną do spania sofę, aneks kuchenny oraz łazienkę z kabiną prysznicową.,Apartament Standard składa się z komfortowej sypialni z dużym łóżkiem małżeńskim, przestronnego salonu z rozkładaną sofą, dobrze wyposażonego aneksu kuchennego oraz łazienki z prysznicem. Ponadto, apartament posiada duży, słoneczny balkon.,Bardzo przestronny Apartament Deluxe Plus może zakwaterować nawet sześć osób. Złożony jest z komfortowej sypialni z dużym łóżkiem małżeńskim, przestronnego salonu z dwiema rozkładanymi sofami, dobrze wyposażonego aneksu kuchennego oraz dużej łazienki z kabiną prysznicową. Do dyspozycji Gości jest także przestronny balkon.,Goście VacationClub Szklarska Poręba Apartments mogą skorzystać ze strefy SPA & Wellness w Cristal Resort Szklarska Poręba. Znajduje się tam kryty basen z ogrodem zimowym oraz strefą saun, a także całoroczne zewnętrzne jacuzzi z widokiem na panoramę Karkonoszy.,Za dodatkową opłatą Goście VacationClub™ mogą korzystać z gabinetów wellness oferujących masaże, rytuały, sesje relaksacyjne i kosmetyczne w Cristal Wellness oraz wykupić opcję wyżywienia w Restauracji Cristal w Cristal Resort Szklarska Poręba.",https://cdntravelplanet.pl/1010659/NKRA/miniature650x367/polska/karkonosze/szklarska-poreba/vacationclub-szklarska-poreba-apartments_0.jpg?datago=1&t=637431844730765859
"Strona główna,Oferty na wczasy,Włochy,Kalabria,Capo Vaticano",La Bussola,-26%,niedz. 19.09.2021,7 dni,1 979,BB - Śniadania,"Kategoria:,***,Region:,Włochy  /  Kalabria,Opis oferty: :,Szmaragdowa zieleń wspaniale kontrastująca z błękitem morza, gorące kalabryjskie słońce i wyjątkowa gościnność oraz rodzinna atmosfera - czego chcieć więcej? Śródziemnomorski ogród z panoramicznym widokiem na morze będzie idealnym miejscem na prawdziwy relaks z książką lub przy drinku, a najmłodszych z pewnością ucieszy plac zabaw i ciekawe zajęcia w miniklubie. Na Gości czeka również wkomponowany w zieleń basen, a do plaży można wygodnie dojechać hotelowym busem. Restauracja serwuje doskonałe dania, będące połączeniem tradycyjnych kalabryjskich receptur z nowoczesnymi trendami kulinarnymi. To doskonałe miejsce na odkrywanie uroków Kalabrii - zarówno romantycznie we dwoje, jak i z rodziną lub przyjaciółmi!,POŁOŻENIE: :,w centrum RICADI, przy drodze lokalnej, ok. 2,6 km od Capo Vaticano, ok. 3 km od jednej z najpiękniejszych plaż Kalabrii - Spiaggia Grotticelle, ok. 10 km od słynnego kurortu Tropea z barami, restauracjami, sklepami i nocnym życiem; ok. 67 km od lotniska Lamezia Terme; ok. 1,2 km od stacji kolejowej w Ricadi (Tropea).,PLAŻA: :",https://cdntravelplanet.pl/SUFBUSS/VITX/miniature650x367/wlochy/kalabria/capo-vaticano/la-bussola_0.jpg?datago=1&t=637430441160155860
"Strona główna,Oferty na wczasy,Polska,Tatry I Podhale,Murzasichle",Hotel Tatry,,13.12.2020,1 dzień,106,BB - Śniadania,"Kraj:,POLSKA,Opis:,Hotel Tatry*** położony jest na wysokości 1105 m n. p.m. na Polanie Zgorzelisko, w unikalnym miejscu Tatrzańskiego Parku Narodowego, ok. 16 km od Zakopanego. Jest to świetne miejsce dla fanów górskich wycieczek, dzięki licznym i malowniczym szlakom turystycznym. W sezonie zimowym jest to dobra baza wypadowa na uprawianie sportów zimowych. Hotel oferuje komfortowe noclegi, restaurację, drink bar, salę szkoleniową, pokój gier oraz saunę i salkę fitness.,Dla gości przygotowano przytulne i eleganckie pokoje, wyposażone w telewizor, bezprzewodowy internet, oraz prywatną łazienkę z kabiną prysznicową. Wnętrza utrzymane są w ciepłej kolorystyce, a z okien rozpościera się wspaniały widok na okolicę.,Restauracja Zielona oferuje tradycyjne dania kuchni polskiej. Wyjątkowe wnętrza, które łączą ceramikę i drewno nadają temu miejscu nietuzinkowy klimat. Z okien restauracji widać piękny widok na Tatry. Codziennie podawane są pyszne śniadania. Na terenie obiektu znajduje się także altana grillowa. Dorośli goście mogą wybrać się do hotelowego drink baru z salą kominkową na dobre piwo czy wyśmienitego drinka.,Dla osób szukających relaksu i odnowy do dyspozycji jest sauna i salka fitness.,W wolnym czasie można wybrać się do sali gier, gdzie znajduje się bilard, tenis stołowy, piłkarzyki, dart i flipery. Dla najmłodszych gości przygotowano plac zabaw z ogrodem.,Pokój 2-os. Twin Premium:",https://cdntravelplanet.pl/1012052/NKRA/miniature650x367/polska/tatry-i-podhale/murzasichle/hotel-tatry_0.jpg?datago=1&t=637427545928825312
"Strona główna,Oferty na wczasy,Polska,Ziemia Kłodzka,Długopole Zdrój",Dwór Elizy - SPA Medical,,29.03.2021,1 dzień,106,BB - Śniadania,"Kraj:,POLSKA,Opis:,Dwór Elizy to komfortowy ośrodek SPA w górach świadczący usługi najwyższej jakości. To miejsce pozwalające dobrze wypocząć podczas urlopu. Doskonałe warunki, spokojna atmosfera i niezwykle urocza lokalizacja hotelu w Kotlinie Kłodzkiej sprawią, że Dwór Elizy to miejsce, do którego warto wracać.,W Dworze Elizy na gości czeka 51 luksusowo urządzonych pokoi oraz eleganckie apartamenty. SPA Medical oferuje ponadto szeroką gamę usłu Centrum Profesjonalnej Odnowy Biologicznej i Profilaktyki Chorób Cywilizacyjnych (Centrum SPA, Centrum Kosmetyczne, Centrum Rehabilitacyjne oraz Centrum Medycyny Estetycznej), basen, sauny, restaurację, która serwuje wykwintne dania kuchni europejskiej oraz kawiarnię-cukiernię, oferującą wytwarzane na miejscu łakocie.,Basen o wymiarach 8 m x 15 m x 1,4 m wyposażony jest w dysze masujące i natryski. Przeszklone wnętrze odkrywa urokliwe otoczenie SPA Medical Dwór Elizy. Do dyspozycji gości jest również sauna sucha i parowa. Na życzenie gości personel organizuje rozgrzewające rytuały saunowe, podczas których doznania potęgowane są degustacją zmrożonych owoców oraz wmasowywaniem w rozgrzane ciało chłodnego balsamu.,W klimatycznych wnętrzach obiektu dla gości dostępna jest również sala fitness, wyposażona w nowoczesny sprzęt pozwalający uzyskać wymarzoną kondycję. Basen, sauny oraz sala fitness dla gości hotelowych są bezpłatne.,Restauracja Dworu Elizy jest miejscem wyjątkowym. W niepowtarzalnej atmosferze, z widokiem na zabytkowy Park Zdrojowy zaprasza w podróż po niezapomnianych doznaniach smakowych kuchni europejskiej. Wyszukane potrawy, połączone w całość ze sztuką serwowania, stworzą niezapomnianą ucztę dla podniebienia, która zaspokoi nawet największych smakoszy. Przygotowując menu, szef kuchni zadbał o najwyższą jakość i różnorodność dań. W ofercie znajdziecie Państwo dania a la carte, dania wegetariańskie i dania dietetyczne.,Dwór Elizy SPA Medical nie akceptuje zwierząt domowych.",https://cdntravelplanet.pl/1010099/NKRA/miniature650x367/polska/ziemia-klodzka/dlugopole-zdroj/dwor-elizy---spa-medical_0.jpg?datago=1&t=637431451635706094
"Strona główna,Oferty na wczasy,Polska,Karkonosze,Karpacz",Rezydencja Na Skrócie,,17.12.2020,1 dzień,79-,BB - Śniadania,"Kraj:,POLSKA,Opis:,Rezydencja Na Skrócie to pensjonat położony w górnej części Karpacza, blisko kościoła Wang i aquaparku Tropikana. Jest to doskonała baza wypadowa na Śnieżkę.,Do dyspozycji gości oddano przestronne i komfortowe pokoje 2, 3, 4 i 5-osobowe. Z okien rozpościera się piękny widok na góry. Wszystkie pokoje podzielone są na wygodną część wypoczynkową, aneks kuchenny z lodówką, łazienkę z prysznicem. Dodatkowo, w każdym pokoju jest telewizor i dostęp do bezprzewodowego internetu, a część pokoi posiada przeszkloną werandę w stylu retro.,Na parterze mieści  się restauracja Na Skrócie serwująca dania domowej kuchni polskiej i europejskiej oraz kawiarnia z deserami i ciastami własnego wypieku. Obiekt serwuje pyszna kawę, wyborne wina i alkohole wysokoprocentowe.,Po długim dniu na szlaku warto zrelaksować się w saunie (czynna w godz. 10:00-20:00). W pobliżu znajduje się tez aquapark. Przy obiekcie znajduje się mały stok narciarski Maciuś dla dzieci i początkujących narciarzy, 400 m od obiektu znajduje się stacja narciarska pod Wangiem, na która obiekt oferuje rabaty.,Pokój 2-os. Standard:,Pokój podzielony są na wygodną część wypoczynkową, aneks kuchenny z lodówką, łazienkę z prysznicem. Dodatkowo, w pokoju jest telewizor i dostęp do bezprzewodowego internetu.",https://cdntravelplanet.pl/1010329/NKRA/miniature650x367/polska/karpacz/karpacz/rezydencja-na-skrocie_0.jpg?datago=1&t=637427657084657813
